data # struct_part # percentage
bula # L4 # 6.791171477079796e-05
jonus # L5 # 6.691648822269808e-05
weh # L3 # 7.681671531725304e-05
mrmwh # L5 # 6.691648822269808e-05
debshali # L8 # 0.0004127115146512588
adt # L3 # 0.0002304501459517591
shirley # L7 # 0.0005051780752715333
aichi # L5 # 6.691648822269808e-05
chuchi # L6 # 0.00012815583749839805
uv # L2 # 0.00014959982048021541
jal # L3 # 0.0002304501459517591
romford # L7 # 0.00025258903763576663
cco # L3 # 0.00015363343063450608
norbu # L5 # 0.00013383297644539615
fosho # L5 # 0.00013383297644539615
ippe # L4 # 6.791171477079796e-05
apfed # L5 # 6.691648822269808e-05
faadco # L6 # 0.00012815583749839805
tls # L3 # 0.00015363343063450608
rayer # L5 # 6.691648822269808e-05
maxdamo # L7 # 0.00025258903763576663
blwjth # L6 # 0.00012815583749839805
malt # L4 # 6.791171477079796e-05
woo # L3 # 7.681671531725304e-05
woowo # L5 # 6.691648822269808e-05
woowoo # L6 # 0.00012815583749839805
conner # L6 # 0.00038446751249519417
shenna # L6 # 0.00012815583749839805
erer # L4 # 6.791171477079796e-05
tama # L4 # 0.00013582342954159593
tamara # L6 # 0.00012815583749839805
yasin # L5 # 6.691648822269808e-05
wggs # L4 # 6.791171477079796e-05
irma # L4 # 6.791171477079796e-05
irmala # L6 # 0.00012815583749839805
vanity # L6 # 0.00012815583749839805
rozma # L5 # 6.691648822269808e-05
wellnes # L7 # 0.00025258903763576663
wellness # L8 # 0.0004127115146512588
rbjk # L4 # 6.791171477079796e-05
jwtw # L4 # 6.791171477079796e-05
buick # L5 # 6.691648822269808e-05
nycole # L6 # 0.00012815583749839805
notole # L6 # 0.00012815583749839805
ideas # L5 # 6.691648822269808e-05
rye # L3 # 7.681671531725304e-05
ruminir # L7 # 0.00025258903763576663
ruminirr # L8 # 0.0004127115146512588
atom # L4 # 6.791171477079796e-05
yanke # L5 # 6.691648822269808e-05
yankee # L6 # 0.00012815583749839805
huda # L4 # 6.791171477079796e-05
mille # L5 # 6.691648822269808e-05
milledge # L8 # 0.0004127115146512588
papi # L4 # 0.00020373514431239388
cai # L3 # 0.00015363343063450608
chinnu # L6 # 0.00012815583749839805
ronyria # L7 # 0.00025258903763576663
due # L3 # 0.00015363343063450608
duedate # L7 # 0.00025258903763576663
glz # L3 # 7.681671531725304e-05
bcgfybz # L7 # 0.00025258903763576663
henault # L7 # 0.00025258903763576663
habulin # L7 # 0.00025258903763576663
yoshi # L5 # 0.00020074946466809422
feroza # L6 # 0.00012815583749839805
shmapi # L6 # 0.00012815583749839805
ila # L3 # 0.0002304501459517591
dvn # L3 # 7.681671531725304e-05
roca # L4 # 0.00013582342954159593
bsn # L3 # 7.681671531725304e-05
bnhd # L4 # 6.791171477079796e-05
agin # L4 # 6.791171477079796e-05
vera # L4 # 0.00013582342954159593
mish # L4 # 0.00013582342954159593
mishmosh # L8 # 0.0004127115146512588
bubbie # L6 # 0.0002563116749967961
bayb # L4 # 6.791171477079796e-05
baybob # L6 # 0.00012815583749839805
tunafish # L8 # 0.0008254230293025176
asia # L4 # 0.00013582342954159593
waqas # L5 # 0.00013383297644539615
peach # L5 # 0.00020074946466809422
himes # L5 # 6.691648822269808e-05
ogdetah # L7 # 0.00025258903763576663
ogdeath # L7 # 0.00025258903763576663
clgl # L4 # 6.791171477079796e-05
nternet # L7 # 0.00025258903763576663
srj # L3 # 0.00015363343063450608
kopper # L6 # 0.00012815583749839805
put # L3 # 7.681671531725304e-05
putt # L4 # 6.791171477079796e-05
ttc # L3 # 7.681671531725304e-05
dsjk # L4 # 6.791171477079796e-05
myzo # L4 # 6.791171477079796e-05
myzoo # L5 # 6.691648822269808e-05
jia # L3 # 0.00015363343063450608
jiayouta # L8 # 0.0008254230293025176
mjet # L4 # 0.00033955857385398983
talal # L5 # 6.691648822269808e-05
whodat # L6 # 0.00012815583749839805
sand # L4 # 0.00020373514431239388
eros # L4 # 0.00020373514431239388
pfx # L3 # 7.681671531725304e-05
orchard # L7 # 0.00025258903763576663
muddog # L6 # 0.00012815583749839805
cargo # L5 # 6.691648822269808e-05
kmk # L3 # 7.681671531725304e-05
mytin # L5 # 6.691648822269808e-05
mytinman # L8 # 0.0004127115146512588
asdemnl # L7 # 0.00025258903763576663
jacquio # L7 # 0.00025258903763576663
reneek # L6 # 0.00012815583749839805
persmyth # L8 # 0.0004127115146512588
cnb # L3 # 7.681671531725304e-05
obble # L5 # 6.691648822269808e-05
hosho # L5 # 6.691648822269808e-05
hoshoo # L6 # 0.00012815583749839805
resa # L4 # 6.791171477079796e-05
unlocker # L8 # 0.0004127115146512588
plopl # L5 # 6.691648822269808e-05
ploplopl # L8 # 0.0004127115146512588
heatherp # L8 # 0.0004127115146512588
bahri # L5 # 6.691648822269808e-05
little # L6 # 0.00012815583749839805
yat # L3 # 0.00015363343063450608
faki # L4 # 6.791171477079796e-05
elok # L4 # 6.791171477079796e-05
khan # L4 # 0.00027164685908319185
sjg # L3 # 7.681671531725304e-05
ayman # L5 # 6.691648822269808e-05
kronos # L6 # 0.00012815583749839805
meoww # L5 # 6.691648822269808e-05
straus # L6 # 0.00012815583749839805
strauss # L7 # 0.00025258903763576663
myspace # L7 # 0.00025258903763576663
acgfa # L5 # 6.691648822269808e-05
madicken # L8 # 0.0004127115146512588
livo # L4 # 6.791171477079796e-05
shikha # L6 # 0.00012815583749839805
champiew # L8 # 0.0004127115146512588
mpnh # L4 # 6.791171477079796e-05
unkkrm # L6 # 0.00012815583749839805
hitman # L6 # 0.0002563116749967961
annies # L6 # 0.00012815583749839805
wwfsmd # L6 # 0.00012815583749839805
xtra # L4 # 6.791171477079796e-05
acorn # L5 # 6.691648822269808e-05
sop # L3 # 7.681671531725304e-05
ktcap # L5 # 6.691648822269808e-05
pinta # L5 # 6.691648822269808e-05
rolaren # L7 # 0.00025258903763576663
tamala # L6 # 0.00012815583749839805
wbcn # L4 # 6.791171477079796e-05
tootsie # L7 # 0.0007577671129072998
rosedave # L8 # 0.0004127115146512588
candl # L5 # 6.691648822269808e-05
studio # L6 # 0.0002563116749967961
selftime # L8 # 0.0004127115146512588
grahl # L5 # 6.691648822269808e-05
kut # L3 # 0.00015363343063450608
kutt # L4 # 6.791171477079796e-05
goat # L4 # 0.00013582342954159593
adaun # L5 # 6.691648822269808e-05
jokgr # L5 # 6.691648822269808e-05
jokgracr # L8 # 0.0004127115146512588
rushyyz # L7 # 0.00025258903763576663
stmh # L4 # 6.791171477079796e-05
kismet # L6 # 0.0002563116749967961
placefusion # L11 # 0.0136986301369863
acib # L4 # 6.791171477079796e-05
durga # L5 # 0.00020074946466809422
teton # L5 # 6.691648822269808e-05
flygirl # L7 # 0.00025258903763576663
adisha # L6 # 0.00012815583749839805
adisharma # L9 # 0.0029239766081871343
traine # L6 # 0.00012815583749839805
lck # L3 # 7.681671531725304e-05
dekespa # L7 # 0.00025258903763576663
bind # L4 # 6.791171477079796e-05
qollmvwp # L8 # 0.0004127115146512588
usms # L4 # 6.791171477079796e-05
nkz # L3 # 7.681671531725304e-05
ponyex # L6 # 0.00012815583749839805
wid # L3 # 7.681671531725304e-05
saba # L4 # 6.791171477079796e-05
gannon # L6 # 0.0002563116749967961
basbas # L6 # 0.0002563116749967961
cgb # L3 # 7.681671531725304e-05
sneb # L4 # 6.791171477079796e-05
spank # L5 # 6.691648822269808e-05
oscie # L5 # 6.691648822269808e-05
coolcat # L7 # 0.0007577671129072998
mommys # L6 # 0.00012815583749839805
ajardo # L6 # 0.00012815583749839805
mkiv # L4 # 6.791171477079796e-05
jrx # L3 # 7.681671531725304e-05
nani # L4 # 0.00027164685908319185
manchest # L8 # 0.0004127115146512588
blax # L4 # 6.791171477079796e-05
ggl # L3 # 7.681671531725304e-05
gglol # L5 # 6.691648822269808e-05
gglolol # L7 # 0.00025258903763576663
joeseb # L6 # 0.00012815583749839805
wyy # L3 # 7.681671531725304e-05
illm # L4 # 6.791171477079796e-05
match # L5 # 6.691648822269808e-05
icah # L4 # 6.791171477079796e-05
tsddx # L5 # 6.691648822269808e-05
jkshob # L6 # 0.00012815583749839805
devodo # L6 # 0.00012815583749839805
harruba # L7 # 0.00025258903763576663
wbi # L3 # 0.00015363343063450608
lou # L3 # 0.00030726686126901216
kirneh # L6 # 0.0002563116749967961
grommie # L7 # 0.00025258903763576663
psft # L4 # 6.791171477079796e-05
psftpsft # L8 # 0.0004127115146512588
tnl # L3 # 7.681671531725304e-05
bearbear # L8 # 0.0004127115146512588
avra # L4 # 6.791171477079796e-05
bmc # L3 # 0.00015363343063450608
read # L4 # 6.791171477079796e-05
boobs # L5 # 6.691648822269808e-05
gerd # L4 # 6.791171477079796e-05
audrey # L6 # 0.0006407791874919902
boon # L4 # 0.00027164685908319185
obias # L5 # 6.691648822269808e-05
johnsm # L6 # 0.00012815583749839805
emilydp # L7 # 0.00025258903763576663
dkid # L4 # 6.791171477079796e-05
kbc # L3 # 7.681671531725304e-05
imminent # L8 # 0.0004127115146512588
edward # L6 # 0.0010252466999871844
aveo # L4 # 6.791171477079796e-05
mera # L4 # 0.00013582342954159593
cgta # L4 # 6.791171477079796e-05
boxerpul # L8 # 0.0004127115146512588
cdl # L3 # 0.00015363343063450608
sexyboi # L7 # 0.00025258903763576663
leanne # L6 # 0.0002563116749967961
durli # L5 # 0.00013383297644539615
porp # L4 # 6.791171477079796e-05
spicey # L6 # 0.00012815583749839805
fazlia # L6 # 0.00012815583749839805
fazliana # L8 # 0.0004127115146512588
savant # L6 # 0.00012815583749839805
uchoose # L7 # 0.00025258903763576663
cashman # L7 # 0.00025258903763576663
workman # L7 # 0.0005051780752715333
nhpb # L4 # 0.00013582342954159593
dtsac # L5 # 6.691648822269808e-05
thiago # L6 # 0.00012815583749839805
drobe # L5 # 6.691648822269808e-05
bli # L3 # 7.681671531725304e-05
blizanci # L8 # 0.0004127115146512588
rodrigue # L8 # 0.0004127115146512588
halet # L5 # 6.691648822269808e-05
juanjose # L8 # 0.0004127115146512588
ginos # L5 # 6.691648822269808e-05
slave # L5 # 6.691648822269808e-05
ectr # L4 # 6.791171477079796e-05
agf # L3 # 0.00015363343063450608
sexxy # L5 # 6.691648822269808e-05
mclaren # L7 # 0.00025258903763576663
marvel # L6 # 0.00012815583749839805
mmd # L3 # 0.00015363343063450608
ams # L3 # 0.0003840835765862652
amalazim # L8 # 0.0004127115146512588
kandy # L5 # 6.691648822269808e-05
sain # L4 # 6.791171477079796e-05
effina # L6 # 0.00012815583749839805
usk # L3 # 7.681671531725304e-05
cish # L4 # 6.791171477079796e-05
volvox # L6 # 0.0002563116749967961
rawan # L5 # 6.691648822269808e-05
drk # L3 # 7.681671531725304e-05
magooda # L7 # 0.00025258903763576663
erutase # L7 # 0.00025258903763576663
rumbella # L8 # 0.0004127115146512588
anson # L5 # 0.00020074946466809422
dyke # L4 # 6.791171477079796e-05
vence # L5 # 6.691648822269808e-05
brutus # L6 # 0.00012815583749839805
kend # L4 # 6.791171477079796e-05
arina # L5 # 6.691648822269808e-05
grama # L5 # 6.691648822269808e-05
boojum # L6 # 0.00012815583749839805
lorel # L5 # 6.691648822269808e-05
riskey # L6 # 0.00012815583749839805
poke # L4 # 6.791171477079796e-05
ovella # L6 # 0.00012815583749839805
nachi # L5 # 0.00013383297644539615
ddg # L3 # 7.681671531725304e-05
spsd # L4 # 0.00013582342954159593
salvatin # L8 # 0.0004127115146512588
chata # L5 # 0.00013383297644539615
davemb # L6 # 0.00012815583749839805
gmd # L3 # 7.681671531725304e-05
fantom # L6 # 0.00012815583749839805
uha # L3 # 7.681671531725304e-05
nagaget # L7 # 0.00025258903763576663
shadac # L6 # 0.00012815583749839805
oaiwf # L5 # 6.691648822269808e-05
moobus # L6 # 0.00012815583749839805
raben # L5 # 6.691648822269808e-05
seaview # L7 # 0.0005051780752715333
torren # L6 # 0.00012815583749839805
acura # L5 # 6.691648822269808e-05
eujmsi # L6 # 0.00012815583749839805
yuri # L4 # 0.00013582342954159593
genghis # L7 # 0.00025258903763576663
liway # L5 # 6.691648822269808e-05
hasi # L4 # 6.791171477079796e-05
ameriath # L8 # 0.0008254230293025176
sve # L3 # 7.681671531725304e-05
sverige # L7 # 0.00025258903763576663
mamado # L6 # 0.00012815583749839805
jovics # L6 # 0.00012815583749839805
greger # L6 # 0.00012815583749839805
ln # L2 # 0.00022439973072032313
uzaaz # L5 # 6.691648822269808e-05
woogie # L6 # 0.00012815583749839805
oskar # L5 # 0.00020074946466809422
ubb # L3 # 7.681671531725304e-05
esist # L5 # 6.691648822269808e-05
papacito # L8 # 0.0004127115146512588
boresha # L7 # 0.00025258903763576663
mur # L3 # 0.0002304501459517591
rsm # L3 # 7.681671531725304e-05
motion # L6 # 0.00012815583749839805
chrisb # L6 # 0.00012815583749839805
kcol # L4 # 0.00020373514431239388
gev # L3 # 7.681671531725304e-05
roush # L5 # 6.691648822269808e-05
magre # L5 # 6.691648822269808e-05
magree # L6 # 0.00012815583749839805
rou # L3 # 7.681671531725304e-05
rousseau # L8 # 0.0004127115146512588
liverpo # L7 # 0.00025258903763576663
liverpoo # L8 # 0.0004127115146512588
iff # L3 # 7.681671531725304e-05
spaz # L4 # 6.791171477079796e-05
mbe # L3 # 7.681671531725304e-05
amittk # L6 # 0.0002563116749967961
mkbj # L4 # 0.00020373514431239388
andg # L4 # 6.791171477079796e-05
jjoj # L4 # 6.791171477079796e-05
ytmnd # L5 # 6.691648822269808e-05
aurie # L5 # 6.691648822269808e-05
omnia # L5 # 6.691648822269808e-05
metal # L5 # 0.00013383297644539615
ivxfmkle # L8 # 0.0004127115146512588
sdfdssaw # L8 # 0.0004127115146512588
ifl # L3 # 7.681671531725304e-05
newtiger # L8 # 0.0004127115146512588
igel # L4 # 6.791171477079796e-05
cullen # L6 # 0.0002563116749967961
cows # L4 # 0.00020373514431239388
helix # L5 # 0.00013383297644539615
sunnyvie # L8 # 0.0004127115146512588
farang # L6 # 0.00012815583749839805
greyicg # L7 # 0.00025258903763576663
moppel # L6 # 0.00012815583749839805
abine # L5 # 6.691648822269808e-05
zozo # L4 # 0.00013582342954159593
sol # L3 # 7.681671531725304e-05
solgul # L6 # 0.00012815583749839805
solgull # L7 # 0.00025258903763576663
lasith # L6 # 0.00012815583749839805
mkg # L3 # 0.00015363343063450608
kingsley # L8 # 0.0004127115146512588
sodney # L6 # 0.00012815583749839805
topgun # L6 # 0.0002563116749967961
namrod # L6 # 0.00012815583749839805
ljc # L3 # 7.681671531725304e-05
ljcc # L4 # 6.791171477079796e-05
ljccc # L5 # 6.691648822269808e-05
antjen # L6 # 0.00012815583749839805
aek # L3 # 7.681671531725304e-05
brisbane # L8 # 0.0008254230293025176
bruno # L5 # 0.00013383297644539615
viza # L4 # 6.791171477079796e-05
mdbn # L4 # 6.791171477079796e-05
hada # L4 # 6.791171477079796e-05
jbfmgt # L6 # 0.00012815583749839805
geas # L4 # 6.791171477079796e-05
geass # L5 # 6.691648822269808e-05
ivkah # L5 # 6.691648822269808e-05
azziz # L5 # 6.691648822269808e-05
mamma # L5 # 6.691648822269808e-05
eepopork # L8 # 0.0004127115146512588
kfg # L3 # 7.681671531725304e-05
dreaming # L8 # 0.0004127115146512588
pllavi # L6 # 0.00012815583749839805
acdca # L5 # 6.691648822269808e-05
desirae # L7 # 0.00025258903763576663
vth # L3 # 7.681671531725304e-05
aaksh # L5 # 6.691648822269808e-05
bowers # L6 # 0.00012815583749839805
batchelo # L8 # 0.0004127115146512588
mellow # L6 # 0.0002563116749967961
pau # L3 # 7.681671531725304e-05
norwood # L7 # 0.00025258903763576663
macpass # L7 # 0.00025258903763576663
ipe # L3 # 7.681671531725304e-05
ajrw # L4 # 6.791171477079796e-05
bogus # L5 # 0.00013383297644539615
hayley # L6 # 0.00038446751249519417
swimmer # L7 # 0.00025258903763576663
joeyrf # L6 # 0.00012815583749839805
dpcs # L4 # 6.791171477079796e-05
mypas # L5 # 0.0006691648822269807
mypass # L6 # 0.0012815583749839804
jeter # L5 # 6.691648822269808e-05
mexican # L7 # 0.00025258903763576663
lmb # L3 # 7.681671531725304e-05
whh # L3 # 7.681671531725304e-05
whhh # L4 # 6.791171477079796e-05
uster # L5 # 0.0002676659528907923
magnet # L6 # 0.00012815583749839805
topnotch # L8 # 0.0004127115146512588
egh # L3 # 0.00015363343063450608
icebox # L6 # 0.00012815583749839805
emlb # L4 # 0.00013582342954159593
tressa # L6 # 0.00012815583749839805
uquay # L5 # 6.691648822269808e-05
augest # L6 # 0.00012815583749839805
wwww # L4 # 6.791171477079796e-05
earna # L5 # 6.691648822269808e-05
gyan # L4 # 6.791171477079796e-05
fare # L4 # 6.791171477079796e-05
farense # L7 # 0.00025258903763576663
yates # L5 # 6.691648822269808e-05
bulldog # L7 # 0.0005051780752715333
kellie # L6 # 0.0002563116749967961
mackoys # L7 # 0.00025258903763576663
thedon # L6 # 0.00012815583749839805
mathew # L6 # 0.0002563116749967961
elassie # L7 # 0.00025258903763576663
dre # L3 # 0.00015363343063450608
dredre # L6 # 0.00012815583749839805
wolfman # L7 # 0.00025258903763576663
aamer # L5 # 6.691648822269808e-05
afka # L4 # 6.791171477079796e-05
afkarina # L8 # 0.0004127115146512588
hanuman # L7 # 0.00025258903763576663
bls # L3 # 0.00015363343063450608
country # L7 # 0.0005051780752715333
iwtbr # L5 # 0.00013383297644539615
fraud # L5 # 6.691648822269808e-05
derby # L5 # 0.00013383297644539615
lmas # L4 # 6.791171477079796e-05
arret # L5 # 6.691648822269808e-05
arrett # L6 # 0.00012815583749839805
rrmc # L4 # 6.791171477079796e-05
zen # L3 # 0.00030726686126901216
cair # L4 # 6.791171477079796e-05
bbrouse # L7 # 0.00025258903763576663
hantomp # L7 # 0.00025258903763576663
rfc # L3 # 0.00015363343063450608
caton # L5 # 6.691648822269808e-05
medina # L6 # 0.0002563116749967961
bogan # L5 # 6.691648822269808e-05
dolphin # L7 # 0.0007577671129072998
sdg # L3 # 0.00015363343063450608
synx # L4 # 6.791171477079796e-05
hmjc # L4 # 6.791171477079796e-05
odogwink # L8 # 0.0004127115146512588
babybas # L7 # 0.00025258903763576663
babybass # L8 # 0.0004127115146512588
cdcj # L4 # 6.791171477079796e-05
aayyi # L5 # 6.691648822269808e-05
aayyii # L6 # 0.00012815583749839805
apoulle # L7 # 0.00025258903763576663
brute # L5 # 0.00013383297644539615
vanna # L5 # 6.691648822269808e-05
volcom # L6 # 0.00012815583749839805
nips # L4 # 6.791171477079796e-05
imfrbd # L6 # 0.00012815583749839805
monkman # L7 # 0.00025258903763576663
abdf # L4 # 6.791171477079796e-05
kum # L3 # 0.00015363343063450608
booty # L5 # 6.691648822269808e-05
anjin # L5 # 6.691648822269808e-05
ngu # L3 # 7.681671531725304e-05
nguyenvu # L8 # 0.0004127115146512588
isaac # L5 # 0.00040149892933618843
jgrp # L4 # 6.791171477079796e-05
tramika # L7 # 0.00025258903763576663
flkt # L4 # 6.791171477079796e-05
udlow # L5 # 6.691648822269808e-05
hirale # L6 # 0.00012815583749839805
hiralee # L7 # 0.00025258903763576663
artu # L4 # 6.791171477079796e-05
joselugo # L8 # 0.0004127115146512588
ngocminh # L8 # 0.0004127115146512588
obudho # L6 # 0.00012815583749839805
murrays # L7 # 0.00025258903763576663
hisgirl # L7 # 0.00025258903763576663
himesh # L6 # 0.00012815583749839805
watson # L6 # 0.00038446751249519417
bele # L4 # 6.791171477079796e-05
beleive # L7 # 0.00025258903763576663
lorenzo # L7 # 0.0005051780752715333
lovelove # L8 # 0.0004127115146512588
japa # L4 # 6.791171477079796e-05
linkin # L6 # 0.00012815583749839805
fedora # L6 # 0.00012815583749839805
googlybu # L8 # 0.0004127115146512588
eterpan # L7 # 0.00025258903763576663
brevs # L5 # 6.691648822269808e-05
brevsis # L7 # 0.00025258903763576663
kaylor # L6 # 0.00012815583749839805
